num_top_features,hid,layers,cost,epoch_converged,total_time,epoch,lr,k,p,r,train_count,seed
0.0,64,2,0.2763195666925301,0,15.155790090560911,1000,0.01,1.0,,,100.0,42.0
0.0,64,2,0.2941516556189601,0,14.177233934402466,1000,0.01,5.0,,,100.0,42.0
0.0,64,2,0.2895246180813866,0,14.998281717300417,1000,0.01,10.0,,,100.0,42.0
0.0,64,2,0.3012156584760859,0,15.08059024810791,1000,0.01,15.0,,,100.0,42.0
0.0,64,2,0.2852620327884106,0,14.90967082977295,1000,0.01,20.0,,,100.0,42.0
0.0,64,2,0.2857346684551796,0,15.30074429512024,1000,0.01,25.0,,,100.0,42.0
0.0,64,2,0.2782482705552629,0,15.223008394241331,1000,0.01,30.0,,,100.0,42.0
0.0,64,2,0.2552994606925213,0,15.1804301738739,1000,0.01,35.0,,,100.0,42.0
0.0,64,2,0.2823870865285723,0,15.273710012435911,1000,0.01,40.0,,,100.0,42.0
0.0,64,2,0.3099909909006437,1,15.249587297439575,1000,0.001,1.0,,,100.0,42.0
0.0,64,2,0.2679540073646043,0,15.05971384048462,1000,0.001,5.0,,,100.0,42.0
0.0,64,2,0.2960682885628143,0,15.173682451248167,1000,0.001,10.0,,,100.0,42.0
0.0,64,2,0.2974206411084482,0,15.104074954986572,1000,0.001,15.0,,,100.0,42.0
0.0,64,2,0.2664914338407161,0,15.154483079910278,1000,0.001,20.0,,,100.0,42.0
0.0,64,2,0.2897068172245887,0,15.132910966873167,1000,0.001,25.0,,,100.0,42.0
0.0,64,2,0.2880528880868697,0,14.958976030349731,1000,0.001,30.0,,,100.0,42.0
0.0,64,2,0.271906414954334,0,15.143243074417114,1000,0.001,35.0,,,100.0,42.0
0.0,64,2,0.2773343339120122,0,15.302806854248049,1000,0.001,40.0,,,100.0,42.0
1.0,64,2,0.2073649904678848,0,15.628714323043823,1000,0.01,1.0,,,100.0,42.0
1.0,64,2,0.1292753820640169,0,16.40461039543152,1000,0.01,5.0,,,100.0,42.0
1.0,64,2,0.1129067157848648,0,17.16882562637329,1000,0.01,10.0,,,100.0,42.0
1.0,64,2,0.1101970445484293,0,22.247908353805546,1000,0.01,15.0,,,100.0,42.0
1.0,64,2,0.1066994314000646,1,22.17246055603028,1000,0.01,20.0,,,100.0,42.0
1.0,64,2,0.0956783863607543,0,26.086338758468628,1000,0.01,25.0,,,100.0,42.0
1.0,64,2,0.105343163120663,0,26.34336829185486,1000,0.01,30.0,,,100.0,42.0
1.0,64,2,0.1023010592241941,0,30.45177459716797,1000,0.01,35.0,,,100.0,42.0
